ensembl_gene_id	external_gene_name	log2FoldChange	lfcSE	padj	stressType
ENSG00000223972	DDX11L1	1.26180584327307	0.876738822611476	0.30135015965882	unresponsive
ENSG00000227232	WASH7P	0.430331785503174	0.10170907400802	0.00013600414512392	unresponsive
ENSG00000278267	MIR6859-1	-0.843112123278117	2.41868713003308	NA	unresponsive
ENSG00000243485	MIR1302-2HG	1.38455754668415	1.88053137563316	0.662220255435733	unresponsive
ENSG00000274890	NA	NA	NA	NA	NA
ENSG00000237613	FAM138A	1.66659626939959	4.98209609141855	NA	NA
ENSG00000268020	OR4G4P	NA	NA	NA	NA
ENSG00000240361	OR4G11P	NA	NA	NA	NA
ENSG00000186092	OR4F5	1.66659626939959	4.98209609141855	NA	NA
ENSG00000238009	AL627309.1	0.107059482166946	0.463886561661271	0.91300951434437	unresponsive
ENSG00000239945	AL627309.3	NA	NA	NA	NA
ENSG00000233750	CICP27	-0.127488335625808	0.276875436653111	0.803655129104356	unresponsive
ENSG00000268903	AL627309.6	0.484292126705911	0.405949408970445	0.418029300600965	unresponsive
ENSG00000269981	AL627309.7	0.718113558210564	1.56691683664261	0.804383151981558	unresponsive
ENSG00000239906	AL627309.2	-0.89128419149674	1.31412881339084	0.693676200595082	unresponsive
ENSG00000241860	AL627309.5	-0.712083887652453	0.245019382194977	0.0133892149227059	unresponsive
ENSG00000222623	RNU6-1100P	NA	NA	NA	NA
ENSG00000241599	AL627309.4	NA	NA	NA	NA
ENSG00000279928	FO538757.1	1.7496282405397	1.39320054256287	0.387394906568955	unresponsive
ENSG00000279457	WASH9P	0.550333019467295	0.10648067786267	1.89770399737836e-06	unresponsive
ENSG00000273874	MIR6859-2	NA	NA	NA	NA
ENSG00000275135	NA	NA	NA	NA	NA
ENSG00000228463	AP006222.1	0.202192000719513	0.32841814271553	0.724968157151667	unresponsive
ENSG00000241670	NA	NA	NA	NA	NA
ENSG00000236679	RPL23AP24	0.315584717256757	0.51151648878692	0.724393922663241	unresponsive
ENSG00000236743	NA	0.130493796458142	1.67723852608329	0.971165467765903	unresponsive
ENSG00000236601	AL732372.1	0.118092607320647	0.860053003536788	0.95077997639644	unresponsive
ENSG00000237094	AL732372.2	0.19552905952104	0.172598927722028	0.4493870262733	unresponsive
ENSG00000269732	WBP1LP7	NA	NA	NA	NA
ENSG00000278566	NA	3.5754183349153	3.15258209965443	NA	NA
ENSG00000224813	NA	NA	NA	NA	NA
ENSG00000233653	CICP7	-0.177787925012054	0.446995291005575	0.834114554841116	unresponsive
ENSG00000250575	AL732372.3	0.392205888373844	0.270244074609229	0.296298326222998	unresponsive
ENSG00000278757	RF00026	NA	NA	NA	NA
ENSG00000230021	AL669831.3	-0.519048330814704	0.284135332126062	0.161667107046513	unresponsive
ENSG00000235146	AC114498.1	-0.446006610524825	1.32751124650783	0.864909657385605	unresponsive
ENSG00000225972	MTND1P23	1.38305328919036	0.408791138294996	0.00311434415619897	upregulated
ENSG00000225630	MTND2P28	1.13500116408333	0.387834434687888	0.0126386577022718	upregulated
ENSG00000276171	NA	-0.668120084936748	0.106662984542636	4.20067798987196e-09	unresponsive
ENSG00000237973	MTCO1P12	0.9608173124779	0.374859745737401	0.0330319328557621	unresponsive
ENSG00000278791	MIR6723	0.679110669313672	1.22939101941335	0.757459368527754	unresponsive
ENSG00000229344	MTCO2P12	2.09548611356111	0.44917008748199	2.11372368536346e-05	upregulated
ENSG00000240409	MTATP8P1	NA	NA	NA	NA
ENSG00000248527	MTATP6P1	0.75753895682399	0.55663086950266	0.336968283507787	unresponsive
ENSG00000198744	MTCO3P12	0.123124556643718	0.947121523074797	0.953465014226055	unresponsive
ENSG00000268663	WBP1LP6	NA	NA	NA	NA
ENSG00000273547	NA	0.831484923064219	2.06191518503686	0.831331937543571	unresponsive
ENSG00000229376	CICP3	-0.170162934000651	0.420428469132424	0.83032951288574	unresponsive
ENSG00000228327	AL669831.1	0.557246952304546	0.106870373777767	1.50389359134055e-06	unresponsive
ENSG00000223181	RNU6-1199P	NA	NA	NA	NA
ENSG00000229905	AL669831.2	NA	NA	NA	NA
ENSG00000237491	AL669831.5	-0.760414374854073	0.373443750301038	0.108455425432197	unresponsive
ENSG00000230092	AL669831.4	-0.445869733374193	0.685820256342134	0.708273213955737	unresponsive
ENSG00000177757	FAM87B	-0.781664844796553	0.807280114097817	0.535967313005483	unresponsive
ENSG00000228794	LINC01128	-0.320775696045331	0.102772339205408	0.00714979843398798	unresponsive
ENSG00000225880	LINC00115	-1.49426281131735	0.450836669143955	0.0039019606338071	downregulated
ENSG00000230368	FAM41C	0.298077093702023	0.548592665969001	0.762826345453818	unresponsive
ENSG00000234711	TUBB8P11	5.19300238487831	2.21403894383345	0.0557307111029996	unresponsive
ENSG00000283040	AL669831.6	4.25907821419938	2.92375193881982	0.293905992837965	unresponsive
ENSG00000272438	AL645608.6	-0.932512893220313	0.705498132194681	0.355482558594984	unresponsive
ENSG00000230699	AL645608.2	-1.41382335589431	0.3313258092287	0.000116914516264338	downregulated
ENSG00000241180	AL645608.4	-1.29475534338858	4.99404286433272	NA	NA
ENSG00000223764	LINC02593	-1.93999797660207	0.173868120954585	2.95750199443403e-27	downregulated
ENSG00000187634	SAMD11	0.26041305642711	0.0617563844258072	0.000144190450889776	unresponsive
ENSG00000188976	NOC2L	0.100625038719194	0.0482249265389748	0.0978740531915693	unresponsive
ENSG00000187961	KLHL17	0.699666475922914	0.086880097436597	1.56390288287474e-14	unresponsive
ENSG00000277294	NA	NA	NA	NA	NA
ENSG00000187583	PLEKHN1	0.573019215230622	0.190912234217969	0.0102150736552984	unresponsive
ENSG00000187642	PERM1	1.0532316303944	0.321298817425333	0.00437984324195168	upregulated
ENSG00000272512	AL645608.7	0.728428910599199	0.475412965438802	0.261724977295626	unresponsive
ENSG00000188290	HES4	0.101302274330446	0.149340972100908	0.693676200595082	unresponsive
ENSG00000187608	ISG15	0.435549287647826	0.065055752303907	2.76512920424313e-10	unresponsive
ENSG00000231702	AL645608.3	0.474466035314907	0.927745865761769	0.778539061679113	unresponsive
ENSG00000224969	AL645608.1	0.419622792875117	1.39364292968448	0.881195579506426	unresponsive
ENSG00000188157	AGRN	0.303088022751227	0.0454142341353543	3.16528040129944e-10	unresponsive
ENSG00000242590	AL645608.5	NA	NA	NA	NA
ENSG00000217801	AL390719.1	0.201314391435075	0.174272023628424	0.437658617324966	unresponsive
ENSG00000273443	AL645608.8	0.168973509514828	0.347257823908967	0.791143934601533	unresponsive
ENSG00000237330	RNF223	0.596570298312623	0.80333445202462	0.658794680998275	unresponsive
ENSG00000131591	C1orf159	0.440003684971433	0.0894619822626934	6.50781592844158e-06	unresponsive
ENSG00000223823	LINC01342	2.57537301199572	4.18303513944085	NA	NA
ENSG00000207730	MIR200B	NA	NA	NA	NA
ENSG00000207607	MIR200A	NA	NA	NA	NA
ENSG00000198976	MIR429	NA	NA	NA	NA
ENSG00000272141	AL390719.2	2.45290199800864	4.75204093556754	NA	NA
ENSG00000205231	TTLL10-AS1	3.51656164913941	3.22935849183622	NA	NA
ENSG00000162571	TTLL10	4.08102771711568	2.81704967166779	NA	NA
ENSG00000186891	TNFRSF18	-1.87607765372423	1.22780514875009	0.263391130855856	unresponsive
ENSG00000186827	TNFRSF4	2.44598469049136	2.64238229372292	NA	NA
ENSG00000078808	SDF4	0.00668781464250037	0.0515420188366066	0.953588275538769	unresponsive
ENSG00000176022	B3GALT6	-0.209798925969371	0.073325950143489	0.0151559347332639	unresponsive
ENSG00000184163	C1QTNF12	0.412729560695932	0.644873462011733	0.712677189782587	unresponsive
ENSG00000260179	AL162741.1	0.341676269464851	1.13180295347135	0.880846639672892	unresponsive
ENSG00000160087	UBE2J2	0.122410691792117	0.0621928555416326	0.124048560647525	unresponsive
ENSG00000230415	LINC01786	0.351584824476985	1.00905156536062	0.85875300469563	unresponsive
ENSG00000162572	SCNN1D	0.86914089802128	0.274487193588616	0.00620925055070734	unresponsive
ENSG00000131584	ACAP3	0.476976761705983	0.171991304008621	0.0192196963900758	unresponsive
ENSG00000278073	MIR6726	NA	NA	NA	NA
ENSG00000169972	PUSL1	0.32552198920971	0.0772840818837462	0.00014703372126891	unresponsive
ENSG00000127054	INTS11	0.276313480270659	0.0559530347824016	5.93321748270262e-06	unresponsive
ENSG00000274153	NA	NA	NA	NA	NA
ENSG00000240731	AL139287.1	-0.634736977520484	0.273194654880724	0.0586123611158087	unresponsive
ENSG00000224051	CPTP	0.552046743796605	0.0993632852267527	2.48969719964543e-07	unresponsive
ENSG00000169962	TAS1R3	-0.502301178912879	0.371967182889828	0.341673790605195	unresponsive
ENSG00000107404	DVL1	0.554061311003912	0.0552105192494638	3.63717524851162e-22	unresponsive
ENSG00000275884	NA	NA	NA	NA	NA
ENSG00000162576	MXRA8	-0.21009325442646	0.242166590608714	0.591019071941294	unresponsive
ENSG00000175756	AURKAIP1	0.723676806742969	0.057089029411501	5.18758512519286e-35	unresponsive
ENSG00000223663	NDUFB4P8	3.27403572031718	3.74144058823609	NA	NA
ENSG00000221978	CCNL2	-0.350201739181085	0.0714510675254987	7.05848320699012e-06	unresponsive
ENSG00000224870	MRPL20-AS1	-0.2424546702211	0.0835360291774796	0.0135353359329557	unresponsive
ENSG00000242485	MRPL20	-0.0903377979126247	0.0534849986017922	0.204673393893703	unresponsive
ENSG00000264293	RN7SL657P	NA	NA	NA	NA
ENSG00000272455	AL391244.2	-1.9080848718074	0.243593814776802	8.59994003466023e-14	downregulated
ENSG00000235098	ANKRD65	-1.43080353502372	3.39888986365224	NA	NA
ENSG00000225905	AL391244.1	NA	NA	NA	NA
ENSG00000205116	TMEM88B	NA	NA	NA	NA
ENSG00000225285	LINC01770	NA	NA	NA	NA
ENSG00000179403	VWA1	-0.285885723414063	0.456198054768295	0.719807173498545	unresponsive
ENSG00000215915	ATAD3C	0.158890503820394	0.242120400061565	0.704556699550114	unresponsive
ENSG00000160072	ATAD3B	0.400085178323804	0.0556717926028864	9.90678587196943e-12	unresponsive
ENSG00000197785	ATAD3A	0.28116459808921	0.0531503534261972	1.01870452923844e-06	unresponsive
ENSG00000205090	TMEM240	0.248322682092208	0.828694250188704	0.88151919783627	unresponsive
ENSG00000160075	SSU72	-0.350727647308349	0.0546160499152177	1.58420146706652e-09	unresponsive
ENSG00000215014	AL645728.1	-0.37642839314833	0.541369874414864	0.684351943715423	unresponsive
ENSG00000279244	NA	NA	NA	NA	NA
ENSG00000274481	AL691432.3	NA	NA	NA	NA
ENSG00000280747	NA	NA	NA	NA	NA
ENSG00000228594	FNDC10	-0.108824622972866	0.132048385413545	0.615132548271881	unresponsive
ENSG00000272106	AL691432.2	-0.720423388764123	0.33882854001916	0.0902250922152084	unresponsive
ENSG00000197530	MIB2	1.00514990057518	0.0930851842696783	1.44170590090739e-25	upregulated
ENSG00000189409	MMP23B	0.742025514121677	0.726080941179882	0.505966829827644	unresponsive
ENSG00000248333	CDK11B	0.177389822941625	0.0688581460521319	0.0320115795809437	unresponsive
ENSG00000272004	FO704657.1	-0.199738203105289	0.123481585315763	0.230196167544439	unresponsive
ENSG00000189339	SLC35E2B	-0.243638704527805	0.0558199524022261	7.82084356032655e-05	unresponsive
